org_name,org_alt_name,ein_num,bio,city,state,assets,income
Golden State Land Conservancy,,68-0444805,"[' Conservation Easement, Private Land Conservation, Mitigation Land Conservation, Environment, <em>Climate change,</em> Natural resources, Water resources, Land resources, Biodiversity, Forest preservation, Age groups, Children and youth, Adults, Work status and occupations, Farmers, Non-governmental organizations']",Sebastopol,CA,8730072,2257897
Climatework Maine,,27-1436307,"['business leaders that are taking action on <em>climate change,</em> to meet its challenges and to seize the opportunities it presents to build a more sustainable economy for the future. The purpose is to promote Maine companies with products, services, or projects related to <em>climate</em> solutions, and to support and assist companies that want to do more on <em>climate change</em> and related work.', 'and professional education, Business education, Environment, <em>Climate change,</em> Natural resources, Energy resources, Public affairs, Agriculture, fishing and forestry, Community and economic development, Sustainable development, Economic development, Health, Non-governmental organizations, Public charities']",Portland,ME,21885,121913
NORTHEAST ENERGY EFFICIENCY PARTNERSHIPS INC,NEEP,81-3283869,"[' energy efficiency, high performing buildings, strategic electrification, market transformation, building decarbonization, Environment, Environmental justice, <em>Climate change,</em> Natural resources, Energy resources, Age groups, Children and youth, Adolescents, Adults, Non-governmental organizations, Public charities']",Boston,MA,3985414,6474416
AMPLIO NETWORK,Amplio,26-1335205,"[' social and behavior <em>change</em> communications, communication for development, digital inclusion , Information and communications, Media access and policy, Media democracy, Digital divide, Communication media, Audio recording, Information', 'Latest reach: 883 (66% women) CARE Bangladesh’s Joint Action for Nutrition Outcomes (JANO) project is using Talking Books to spread knowledge, promote positive <em>changes</em> in attitudes, and influence the behavior about nutrition, health, <em>climate</em>-smart agriculture, gender equality/women’s empowerment, and water, sanitation, and hygiene (WASH).  Funded by the European Union (EU) and the Austrian Development']",Seattle,WA,583566,992996
COMPETITIVE ENTERPRISE INSTITUTE,CEI,52-1351785,"[' free markets, individual freedom, limited government, consumer welfare, liberty, capitalism, <em>climate,</em> regulations, deregulation, regulatory reform, Social sciences, Economics, Public affairs, Public policy, Non-governmental organizations', ""public policy experience and expertise to this formidable task. CEI's largest program takes on all the hard energy and <em>climate</em> issues. CEI questions global warming alarmism, makes the case for access to affordable energy, and opposes energy-rationing policies, including the Paris <em>Climate</em> Treaty, Kyoto Protocol, cap-and-trade legislation, and EPA regulation of greenhouse gas emissions. CEI also opposes ""]",Washington,DC,10012425,10812716
Educational Frontiers Institute,,83-2437989,"[' Our programs are open to students, teachers, and learners from around the world., Environment, <em>Climate change,</em> Environmental education, Environmental studies, Nature education, Outdoor education, Age groups, Adults, Young adults, Older adults, Non-governmental organizations, Public charities']",Lander,WY,0,0
Musa Masala,,83-2173215,"[' Outdoor education, scholarship provider, healthcare for underserved communities , Environment, <em>Climate change,</em> Environmental education, Health, Medical support services, Emergency medical services, Sports and recreation, Age groups, Health, Non-governmental organizations, Public charities']",Brighton,UT,0,0
GREENWAVE ORGANIZATION CORP,GreenWave,47-5438012,"[' ocean farmers in the era of <em>climate change.</em> GreenWave works to replicate the regenerative ocean farming model in coastal communities throughout North America to create a blue economy—built and led by ocean farmers—that ensures we all make a living on a living planet. We believe that by working in partnership with the ocean, we can mitigate the effects of <em>climate change</em> and ensure that coastal communities', '  Ocean farming, farmer training, sea greens, kelp, seaweed, Regenerative Ocean Farming, Environment, <em>Climate change,</em> Agriculture, fishing and forestry, Work status and occupations, Farmers, Non-governmental organizations, Public charities']",New Haven,CT,8672214,6996296
Morro Bay National Estuary Program,Bay Foundation of Morro Bay,77-0215847,"[' Water quality protection and enhancement, conservation, restoration, education, outreach, science, data, environment, green, <em>climate,</em> sea level rise, coast, collaborate, volunteer, Environment, Natural resources, Water resources, Oceans and coastal waters, Environmental education, Non-governmental organizations, Public charities', 'effectiveness of specific conservation projects. High quality data is critically important in prioritizing future projects, evaluating the effectiveness of existing projects, and assessing long-term <em>changes</em> in health.The Estuary Program’s monitoring effort includes year-round and seasonal monitoring and provides valuable information to local non-profits; state, federal and local agencies; and private ']",Morro Bay,CA,21069078,7997148
Lower Cape Community Access Television Inc,,27-2812706,"['+ <em>Climate,</em> exploring the Cape’s critical environment/economy/<em>climate</em> issues, and LCTVFamily, focused on regional education, health, and wellness. It also provides free access to video equipment and training for community members, while running public and education access local cable channels 99 and 22 for the towns of Brewster, Eastham, Orleans, Wellfleet, and Truro. ', '  LowerCapeNews, COAST+<em>CLIMATE,</em> POLICY']",North Eastham,MA,1792011,900447
RACHELS NETWORK INC,Rachel's Network,31-1644905,"[' Inform, Educate, Connect and Empower women in leadership positions, Environment, Environmental justice, <em>Climate change,</em> Philanthropy, Public affairs, Leadership development, Sexual identity, Women and girls, Non-governmental organizations, Public charities', ""Rachel's Network promotes women as impassioned leaders and agents of <em>change</em> dedicated to the stewardship of the earth. Inform""]",Washington,DC,1967132,2241732
Tomorrownow Org Inc,,84-3932946,"['next generation weather and <em>climate</em> technologies with communities in need. We are pioneering new ways to accelerate and sustain local <em>climate</em> adaptation solutions for resilience and prosperity by leveraging philanthropy to de-risk new weather and <em>climate</em> technologies in frontier markets and kick start public private NGO partnerships. With the consequences of <em>climate change</em> unfolding now, it is critical', '   Environment, <em>Climate change,</em> Agriculture, fishing and forestry, Food security, Community and economic development, Human services, Non-governmental ']",Boston,MA,1327645,550590
EARTH SCHOOL EDUCATIONAL FOUNDATION INC,Carbon Nation,26-1204422,"['distribute media about <em>climate change</em> solutions and environmental stewardship. Additionally ESEF facilitates scientific research projects on regenerative agriculture and document these scientific studies and results on film, to amplify the scientific findings. ESEF focuses on regenerative agriculture as a powerful tool to combat a host of environmental issues, including <em>climate change.</em> ', 'Education services, Environment, <em>Climate change,</em> Information and communications, Communication media, Film and video, Age groups, Adults, Ethnic and racial groups, Work status and occupations, Academics, Farmers, Activists, Non-governmental organizations, Public charities']",Phoenix,AZ,786454,151454
In Defense of Animals,IDA,68-0008936,"[' Animal Rights, Animal Protection, Rescue, Anti-Vivisection, Sanctuary, Environment, <em>Climate change,</em> Natural resources, Water resources, Biodiversity, Domesticated animals, Animal', 'abuses and exploitation, and to foster peace between all life. We advocate for <em>changes</em> in laws, human behavior, and enlightenment in the need to protect lives, advance rights, improve welfare, and steward environmental protection. Animal']",San Rafael,CA,7722323,5983169
Sustainable Surf,,45-3220205,"['We believe the ocean has the superpower to reverse <em>climate</em> change.Sustainable Surf uses the global appeal of Surf culture to protect ocean health and reverse <em>climate change.</em> Our global programs and projects like SeaTrees and the ECOBOARD Project, provide direct and measurable ways for brands and individuals to have a positive impact.', 'ecosystems, ocean positive, Environment, <em>Climate change,</em> Biodiversity, Forest preservation, Reforestation, Environmental education, Community and economic development, Sustainable development, Sports and recreation, Age groups, Children and youth, Adolescents, Adults, Non-governmental organizations, Public charities']",Manhattan Beach,CA,1781232,2471342
United Women in Faith,UNITED WOMEN IN FAITH,13-5565087,"[""Environment, <em>Climate change,</em> Human rights, Antidiscrimination, Ethnic and racial minority rights, Women's rights, Children's rights, Human services, Youth development, Youth services, Religion, Christianity, Sexual identity, Women and girls, Religious groups, Religious institutions, Places of worship, Non-governmental organizations, Public charities""]",New York City,NY,0,0
Napa Valley Grapegrowers Foundation,,82-2012860,"[' Education, Advocacy, Environment, <em>Climate change,</em> Natural resources, Environmental education, Agriculture, fishing and forestry, Work status and occupations, Farmers, Non-governmental organizations, Public charities', 'Napa Valley to ensure a thriving industry and prosperous community. We provide workshops and seminars on sustainable farming and <em>climate</em>-smart practices, low-smoke burning, integrative pest, disease and weed management, water conservation and so much more, all of which helped to preserve the quality of air, water, and land that our entire community relies on for its physical and economic well-being. We']",Napa,CA,8620505,3742620
Recycling Advocates,Waste-Free Advocates,93-1003428,"[' Reduce, Reuse, Recycle, Waste Prevention,, Environment, <em>Climate change,</em> Natural resources, Solid waste management, Recycling, Composting, Age groups, Adults, Non-governmental organizations, Public charities', ', we will update our map of businesses that volunteers recruit to support BYO across Oregon! Through neighborhood-based groups that bring together residents and businesses to advocate for positive <em>change,</em> this network is building healthier communities for today and future generations.']",Portland,OR,25119,11289
California Yimby Education Fund,,85-1438188,"[' Housing affordability crisis, housing crisis, housing shortage, policy <em>change,</em> Environment, <em>Climate change,</em> Community and economic development, Sustainable development, Economic development, Urban development, Housing development, Home ownership, Housing loss prevention, Age groups, Children and youth, Adults, Social and economic', ""manage:- 20 Local YIMBY Teams - our organizing program grows and supports YIMBY groups across California. These volunteers help build the YIMBY movement and overcome local opposition to legislative <em>change.</em> Together, we drive hundreds of events and thousands of advocacy actions each year. - Housing Working Group - a coalition we're convening that centers Black and Latinx led/serving organizations. While""]",Sacramento,CA,8062383,5265292
Saving Our Sierras,,93-2313286,"[' Environment, Environmental justice, <em>Climate change,</em> Biodiversity, Forest preservation, Reforestation, Forest management, Environmental education, Age groups, Adults, Sexual identity, LGBTQ people, Heterosexuals, Women and girls, Men and boys, Ethnic']",Reno,NV,0,0
Good Sweet Earth Grassroots Inc,,92-3004476,"[' Environment, Environmental justice, <em>Climate change,</em> Natural resources, Solid waste management, Composting, Environmental education, Human services, Youth development, Agriculture for youth, Age groups, Children and youth, Adults, Work status and']",Zeeland,MI,21109,28851
Creatorscircle,,85-4027875,"['  Education, Equal opportunity in education, Environment, <em>Climate change,</em> Environmental education, Human services, Youth development', 'underinvested communities with a 360-view of how creating positive <em>change</em> in the world is possible and provide them with avenues to explore purpose-driven impact careers that will help build a new, regenerative economy that advances transformative systems <em>change</em> for the good of all.  Education']",Valencia,CA,0,0
Revive & Restore,,81-4576399,"[' Conservation, Genetic Rescue, Biotechnology, Endangered species, Biobanking, Environment, <em>Climate change,</em> Natural resources, Water resources, Coral reefs, Oceans and coastal waters, Biodiversity, Wildlife biodiversity, Aquatic wildlife protection, Bird preservation, Endangered species protection, Invasive', 'cryopreservation, advanced reproductive technologies, and genome engineering) to protect endangered species in order to enhance genetic diversity , to build disease resistance, and to facilitate adaption to <em>climate change.</em>']",Sausalito,CA,15553754,21316705
Vi C Charity Inc,6CYCLES,93-2411961,"[' Environment, <em>Climate change,</em> Philanthropy, Public safety, Disasters and emergency management, Fire prevention and control, Human services, Basic and emergency aid, Unknown or not classified, Shelter and residential care, Supportive']",Winter Park,FL,0,0
Macrobiotic Global Institute,,88-2867633,"[' Macrobiotics,  healthy,  plant-based,  whole-foods, Environment, <em>Climate change,</em> Health, Public health, Physical fitness, Nutrition, Age groups, Children and youth, Adults, Ethnic and racial groups, People of African descent, Health, People with diseases and illnesses, Chronically', 'restoring personal and planetary health.  These documentaries address the lifecycle of these foods (e.g., the seven stages of rice growth), health benefits, growing methods that can help mitigate <em>climate change,</em> and also provide information from academic experts in the field. MGI is developing and delivering a training curriculum and materials to train leaders of Non-Government Organizations (i.e., non-profits']",Devon,PA,3434,11064
Protect Our Coast NJ,,92-3822834,"[' Environment, <em>Climate change,</em> Natural resources, Air quality, Energy resources, Environmental education, Public affairs, Ethnic and racial groups, Social and economic status, Economically disadvantaged people, Work status and']",Ocean City,NJ,90549,144084
Minnesota Forestry Association,,41-1339162,"['Forestry Association works on behalf of private woodland owners to promote forest stewardship, forest management, forest education, and fighting <em>climate change</em> with forest carbon credits. ', '  woodland owner support for forest managment., Environment, <em>Climate change,</em> Natural resources, Biodiversity, Wildlife biodiversity, Forest preservation, Environmental education, Agriculture, fishing and forestry, Forestry']",Grand Rapids,MN,913476,157795
OMEGA INSTITUTE FOR HOLISTIC STUDIES,Omega Institute for Holistic Studies,23-7233306,"['alternative health, yoga, meditation, veterans, women, leadership, sustainability, mind, body, spirit, health, spirituality, healing, Education, Adult education, Environment, Environmental justice, <em>Climate change,</em> Natural resources, Environmental education, Health, Holistic medicine, Religion, Spirituality, Age groups, Adults, Non-governmental organizations, Public charities', 'support personal and professional development throughout the lifespan—for aspiring leaders who want to hone skills and deepen self-understanding; and for established leaders who are looking to make a <em>change,</em> give back, and impact the world. For more than 25 years, Omega has offered hope and healing to veterans and their families. We provide retreats for veterans and training opportunities for health-care']",Rhinebeck,NY,27352924,15020682
CARNEGIE ENDOWMENT FOR INTERNATIONAL PEACE,,13-0552040,"[', Environment, <em>Climate change,</em> Science, Technology, Public affairs, Public policy, Democracy, National security, Human rights, Diversity and intergroup relations, International relations, International peace and security, Age groups, Adults, Work status and occupations, Academics, Non-governmental organizations, Public charities', 'In a complex, <em>changing,</em> and increasingly contested world, the Carnegie Endowment generates strategic ideas and independent analysis, supports diplomacy, and trains the next generation of international scholar-practitioners to help countries and institutions take on the most difficult global problems and advance international peace. Foreign']",Washington,DC,522206675,125411339
Make Food Not Waste,,85-3423759,"['Our mission is to keep food out of landfills and slow <em>climate change</em> by creating lasting solutions to food waste through education, food upcycling and advisory services.', ' Food waste; Sustainability; Circular Economy, Environment, <em>Climate change,</em> Natural resources, Energy resources, Agriculture, fishing and forestry, Food security, Community food systems, Community and economic development, Community']",Detroit,MI,59710,180208
For Fox Sake Sanctuary,,84-4545685,"['  Foxes , Environment, <em>Climate change,</em> Domesticated animals, Unknown or not classified, Animal welfare, Age groups, Children and youth, Adults, Sexual identity, LGBTQ people, Women and girls, Men and boys, Family relationships, Parents']",Lindley,NY,0,0
Focus On Youth,,41-2126386,"['Focus on Youth and our program Seeds of Hope at Sunflower Farms is fostering community health, promoting environmental stewardship, utilizing regenerative agriculture, mitigating <em>climate change,</em> and reducing food insecurity through our urban farm in SW Portland, Oregon.Together with our community partners, neighbors, and volunteers, we are continually increasing the amount of healthy produce we grow', 'advocacy, food security, habitat, habitat restoration, organic, agriculture, farming, sustainability, planting, plant, farm, eggs, chickens, pantries, shelter, food, produce, fresh, Environment, <em>Climate change,</em> Environmental education, Human services, Youth development, Youth services, Agriculture for youth, Community service for youth, Youth organizing, Social and economic status, Immigrants and migrants']",Portland,OR,26714,88131
Cascades Carnivore Project,,81-2223960,"[' Environment, <em>Climate change,</em> Biodiversity, Wildlife biodiversity, Endangered species protection, Environmental education, Nature education, Science, Biology, Ecology, Genetic research, Family relationships, Families, Work status and occupations,']",Hood River,OR,49936,135250
Gro Health Center,,85-0935153,"['  Environment, Environmental justice, <em>Climate change,</em> Natural resources, Biodiversity, Plant biodiversity, Forest preservation, Reforestation, Environmental education, Community and economic', ' the well being of historically-unserved and underserved communities by providing access to education, training, and support for <em>climate</em>-smart initiatives that promote the long-term sustainability of local food systems.  Environment']",St Louis,MO,1,29585
Honor the Earth,,45-4714238,"[' Environmental, Native American, Environment, Environmental justice, <em>Climate change,</em> Natural resources, Environmental education, Ethnic and racial groups, Indigenous peoples, Social and economic status, Economically disadvantaged people, Low-income people, Non-governmental organizations']",Rapid City,SD,6344392,6446666
"Eat Real Certified, Inc.",Eat REAL,45-4482654,"[' healthy, food, real, certification, school food, K-12, nutrition, nourish, sustainability, agriculture, Environment, <em>Climate change,</em> Health, Public health, Agriculture, fishing and forestry, Food security, Public affairs, Age groups, Children and youth, Social and economic status, Economically disadvantaged people, Non-governmental', 'Weve grown our impact by 1,100% since we established it in 2019, now serving over 600 schools and giving 360,000 kids access to nutritious, delicious, planet-sustaining food. Through community-driven <em>change,</em> weve reached districts in Colorado, Minnesota, Arkansas, and Tennessee, with 2,000+ schools on our waitlist. With increased funding, we can clear our list and expand our program to reach the rest of']",San Francisco,CA,567092,980324
Build Missouri Health,,83-2641644,"['healthcare workforce so that all across the state can access quality health care. <em>Climate change</em> affects health, from quality of air and water to sustainable agriculture that provides healthy food to communities. We partner with regional and statewide organizations working to mitigate and reverse the impacts of <em>climate change</em> to improve health outcomes for all Missourians', ' Health Equity, Environment, <em>Climate change,</em> Health, Health care quality, Health care access, Health care administration and financing, Health care management, Public health, Environmental health, Community and economic development, Economic development, Rural development, Employment, Housing development, Human rights']",St Louis,MO,3906355,371452
National Parks of Lake Superior Foundation,,26-0203614,"[' Environment, <em>Climate change,</em> Natural resources, Water resources, Water conservation, Energy resources, Environmental education, Sports and recreation, Community recreation, Parks, Age groups, Children and youth, Adults, Non-governmental', ' <em>climate change</em>; it is one of the fastest warming lakes in the world. To ensure that the lake, and its parks, remain healthy for future generations, we must do all we can to turn the tide, with urgency.The National Parks of Lake Superior is focused on five major program elements to Decarbonize the Parks:1. Utilize industry-leading technical design.2. Create a realistic, practical example of <em>climate</em> ']",St Paul,MN,199258,430177
Cascade Pacific Resource Conservation & Development,,93-0722979,"[' Arts and culture, Cultural awareness, Environment, <em>Climate change,</em> Natural resources, Community and economic development, Community improvement, Human services, Non-governmental organizations, Public charities']",Corvallis,OR,3099662,7418525
Daily Bowl,,81-3341265,"[' Rescue produce, rescue food, distribute to food pantries, feed people, end hunger, Environment, <em>Climate change,</em> Human services, Basic and emergency aid, Food aid, Age groups, Children and youth, Adolescents, Social and economic status, Economically disadvantaged people, Homeless people, Non-governmental ']",Union City,CA,375683,282974
Rivanna Conservation Alliance,RCA,52-0194008,"[' watershed, education, Virginia, Charlottesville, Rivanna, Albemarle, river, restoration, environment, water quality, monitoring, Environment, Environmental justice, <em>Climate change,</em> Natural resources, Biodiversity, Environmental education, Water resources, Age groups, Children and youth, Adults, Ethnic and racial groups, Social and economic status, Economically disadvantaged']",Charlottesville,VA,415816,394362
"412 Food Rescue, Inc.",412 FOOD RESCUE,47-3476140,"[' Food recovery, Food access, Food waste, Environment, <em>Climate change,</em> Agriculture, fishing and forestry, Food security, Community food systems, Human services, Basic and emergency aid, Food aid, Social and economic status, Economically disadvantaged people, Non-governmental']",Pittsburgh,PA,6975378,16722817
GRAND TRAVERSE REGIONAL LAND CONSERVANCY,GTRLC,38-2994229,"[' Land preservation, access to nature, Environment, <em>Climate change,</em> Natural resources, Water resources, Land resources, Agriculture, fishing and forestry, Agriculture, Farmlands, Forestry, Age groups, Health, People with disabilities, People with physical disabilities, Work status and ']",Traverse City,MI,88711454,12109088
Shelton View Forest Stewardship Association,,81-0858223,"[' Environment, urban forest, advocacy, community, parks, open space, preservation,, Environment, <em>Climate change,</em> Biodiversity, Wildlife biodiversity, Bird preservation, Plant biodiversity, Invasive plant species, Forest preservation, Environmental education, Age groups, Children and youth, Adults, Family relationships, Families, ']",Bothell,WA,0,0
National Association for Pet Container Resources Inc,NAPCOR,56-1590867,"['  Environment, <em>Climate change,</em> Natural resources, Solid waste management, Recycling, Energy resources, Energy efficiency, Environmental education, Environmental studies, Domesticated animals, Non-governmental organizations, ']",Middleton,WI,926595,1574034
Community Pedal Power Inc,,93-3917668,"[' e-bikes, e-bike library, family bike ride, Environment, <em>Climate change,</em> Health, Public health, Community and economic development, Community improvement, Sports and recreation, Community recreation, Public affairs, Age groups, Children and youth, Children, Adults, ']",Somerville,MA,0,0
Los Angeles Parks Foundation,,26-2358338,"[' Parks, recreation, community, environment, youth, sports, seniors, after school, education, health, Environment, Environmental justice, <em>Climate change,</em> Health, Public health, Physical fitness, Community and economic development, Sports and recreation, Community recreation, Parks, Age groups, Children and youth, Adults, Non-governmental organizations', 'Forest Initiative adds small “forests” to city parks throughout L.A. to offset our carbon footprint, cool surface air temperatures, and educate the public about <em>climate change.</em> Sponsors will have the opportunity to plant groupings of <em>climate</em>-appropriate trees for all Angelenos to enjoy. In partnership with Mayor Eric Garcetti, we hope to plant thousands of new trees citywide in the coming years. The']",Los Angeles,CA,5614340,12551901
Aspen Valley Land Trust,AVLT,84-0574754,"['habitat, wildlife, agriculture, agricultural, land preservation, land, Colorado River, Roaring Fork, Fryingpan River, Crystal River, Aspen, Carbondale, Glenwood, Rifle, Silt, Redstone, water, community, <em>climate,</em> education, outdoor education, Environment, Natural resources, Land resources, Biodiversity, Wildlife biodiversity, Agriculture, fishing and forestry, Agriculture, Farmlands, Community and economic']",Carbondale,CO,12385870,4783741
Great Lakes Renewable Energy Association Inc,GLREA,38-2981714,"['  Environment, Environmental justice, <em>Climate change,</em> Natural resources, Energy resources, Renewable energy, Age groups, Adults, Young adults, Older adults, Ethnic and racial groups, Multiracial people, Work status and occupations, Farmers, Activists']",Madison Heights,MI,148627,127909
BLUE MOUNTAIN LAND TRUST,,91-1989279,"[' Conservation, Stewardship, Restoration, Land Trust, easement, Agriculture, Blue Mountains, Walla Walla, John Day,  La Grande, Environment, <em>Climate change,</em> Natural resources, Land resources, Environmental education, Outdoor education, Age groups, Children and youth, Children, Preteens, Adolescents, Adults, Young adults, Older adults, Seniors, Family']",Walla Walla,WA,1790571,778427
MONARCH BUTTERFLY FUND,,94-3299134,"[' monarchs, butterfly, forests, oyamel, conservation, sustainability, Environment, <em>Climate change,</em> Biodiversity, Forest preservation, Environmental education, Community and economic development, Sustainable development, Community improvement, Community organizing, Age groups, Children and youth', 'migration experiments where seedlings are planted at different altitudes to help optimize reforestation strategies as well as determine the viability of assisted migration to compensate for future <em>climate change.</em> These experiments are geared towards gaining more information that will scientifically support establishing altitudinal limits for monarch butterfly overwintering sites in the future.We are also']",Madison,WI,92121,110357
Plasticfreerestaurants.org,Plastic Free Restaurants,85-1083459,"['  restaurants, schools, bars, cafes, meals on wheels, non-profits, food courts, food, drink, Environment, <em>Climate change,</em> Natural resources, Solid waste management, Hazardous waste management, Education, Age groups, Children and youth, Non-governmental organizations, Public charities']",Glendale,CA,97820,65296
Earth Hero,,83-4084572,"[' team is focused on providing tools and ideas that empower those who want to address <em>climate change</em> and care for our shared planet.Earth Hero serves as an information hub for people who want to learn about <em>climate change.</em> The free Earth Hero app has users in 150+ countries joining together to respond to the <em>climate</em> emergency while strengthening their quality of life. Each action suggestion is thoroughly', ' Environment, <em>Climate change,</em> Health, Public health, Environmental health, Science, Technology, Human rights, Social rights, Environmental and resource rights, Natural resources, Ethnic and racial groups, Non-governmental organizations']",Chicago,IL,0,0
SOCIETY OF OUTDOOR RECREATION PROFESSIONALS,SORP,43-1333667,"[' outdoor recreation, natural resources, park management, Environment, <em>Climate change,</em> Natural resources, Environmental education, Nature education, Outdoor education, Sports and recreation, Sports, Outdoor sports, Age groups, Adults, Non-governmental organizations, Public charities']",Evergreen,CO,98841,138499
"Mountain Studies Institute, San Juan Mountains CO",MSI,73-1644103,"['restore forest health, innovate wetland restoration, and plan for <em>climate change.</em> Some examples of past and current projects include: San Miguel Watershed Radionuclide Baseline Study to monitor levels of radioactive material in sources of drinking water; San Juan <em>Climate</em> Initiative to assess and adapt to threats posed by <em>climate change</em> in mountain environments; and Forest Health Partnerships in Archuleta', ' research, education, mountains, geology, geography, ecology,  natural resources, economic development,  environment, Education, Environment, <em>Climate change,</em> Natural resources, Science, Community and economic development, Community improvement, Age groups, Children and youth, Adults, Work status and occupations, Academics, Students, Researchers, Non-governmental']",Durango,CO,759455,1380013
Brugmansia Ministries,,86-2495043,"[' Ministries’ mission is to address <em>climate change</em> and <em>climate</em> migration through the building of physical, relational, and spiritual infrastructure within faith communities to increase the resilience and adaptive capacity of those communities to proactively address <em>climate</em>-driven environmental and human disasters.', ' Environment, Environmental justice, <em>Climate change,</em> Biodiversity, Environmental education']",St Louis,MO,0,0
Washington Farmland Trust,,91-2021165,"['farmland, land access, food sovereignty, conservation, stewardship, sustainability, equity, Environment, <em>Climate change,</em> Natural resources, Land resources, Agriculture, fishing and forestry, Agriculture, Food security, Farmlands, Age groups, Adults, Work status and occupations, Farmers, Non-governmental organizations, Public charities', ' At Washington Farmland Trust, we see farmland conservation at the nexus of many other important issues, from rural economic development to local food production and <em>climate change.</em> By working in partnership to protect farmland and prioritizing the needs of local farmers and the community, we are creating a more sustainable and resilient future for our state.In order to ensure']",Seattle,WA,10039142,2327494
Western Pennsylvania Conservancy,,25-1053485,"[' conservation; Fallingwater; community greening; gardens; WPC; rivers; land; environment, Environment, Environmental justice, <em>Climate change,</em> Natural resources, Water resources, Water conservation, Wetlands, Biodiversity, Environmental education, Community and economic development, Community improvement, Age groups, Children and youth']",Pittsburgh,PA,111338430,40368128
Greenwater Foundation,,92-1506279,"[' Environment, <em>Climate change,</em> Natural resources, Water resources, Biodiversity, Environmental education, Science, Human services, Physical and earth sciences, Marine science, Non-governmental organizations, Public charities']",Arlington,VA,0,0
EARTH INNOVATION INSTITUTE,"Amazon Environmental Research Institute, International Program",27-3444564,"[' Environment, Policy Analysis, Conservation, Forests, Agriculture, Environment, <em>Climate change,</em> Science, Community and economic development, Economic development, Rural development, Ethnic and racial groups, Indigenous peoples, Social and economic status, Economically disadvantaged people', 'fisheries and forest stocks at community levels. Sound public policy is critical to confronting humanity’s most urgent environmental challenges: <em>climate change,</em> forest loss, and the scarcity of arable land.Earth Innovation Institute works to achieve transformative <em>change</em> at all levels of government, internationally and in the regions where we and our partners work. We encourage governments and international']",Berkeley,CA,997894,3604122
Bayou City Waterkeeper,,26-0187498,"[' advocacy, education, action, legal, Environment, Environmental justice, <em>Climate change,</em> Natural resources, Water resources, Age groups, Children and youth, Adults, Ethnic and racial groups, Non-governmental organizations, Public charities']",Houston,TX,1009433,988410
Together We Remember Inc,Together We Remember,82-0938390,"[' restorative justice, collective memory, advocacy, social cohesion, positive school <em>climate,</em> social resilience, Arts and culture, Education, Public safety, Human rights, Human services, Age groups, Children and youth, Adolescents, Adults, Young adults, Ethnic and racial groups, Non-governmental']",Boston,MA,729,15165
Living Values An Educational Program Inc,LVEP,11-3470060,"[' Character education, school <em>climate,</em> international education, education, schools, teachers, counselors, Education, Elementary and secondary education, Human services, Youth development, Civics for youth, Age groups, Children and youth']",Haines Falls,NY,0,0
JOSE WEJEBE-SPANISH FLY MEMORIAL FOUNDATION INC,,45-5189807,"['  fishing, jose wejebe, conservation, veterans, children, education, florida keys, Environment, <em>Climate change,</em> Natural resources, Environmental education, Philanthropy, Foundations, Nonprofits, Sports and recreation, Human services, Age groups, Children and youth, Health, People with disabilities, People']",Big Pine Key,FL,126206,184197
GEORGIA INTERFAITH POWER & LIGHT INC,,26-3446212,"['engages communities of faith in stewardship of Creation as a direct response to global <em>climate change,</em> resource depletion, environmental injustice, pollution, and other disruptions in Creation.', ' congregation, energy efficiency, advocacy, Creation care, environmental, solar, grassroots, Environment, <em>Climate change,</em> Natural resources, Energy resources, Energy efficiency, Religion, Interfaith, Religious']",Decatur,GA,1216437,903271
Sustainable Putnam Inc,,84-5125423,"['  Education, collaboration, volunteerism, Environment, Environmental justice, <em>Climate change,</em> Natural resources, Energy resources, Community and economic development, Sustainable development, Community improvement, Age groups, Adults, Social and economic status, Non-governmental organizations', 'Community Solar program assists our residents in accessing, and our municipal governments in promoting community solar.   Solar electricity dramatically reduces the greenhouse gas emissions that cause <em>climate change,</em> and promotes good jobs within our region. Our Seven Steps to Clean Energy program guides and assists residents, and business owners in Putnam County, NY with the transition to reduce their energy']",Mahopac Falls,NY,0,0
Start Empowerment Incorporated,,82-4948443,"[' Education, Elementary and secondary education, Environment, Environmental justice, <em>Climate change,</em> Environmental education, Human rights, Antidiscrimination, Ethnic and racial minority rights, Family relationships, Non-adult children, Ethnic and racial groups, Work status and occupations, Academics', 'other people have but also facilitates critical problem-solving.Our vision is to achieve a public education system in which young people are empowered with skills, tools, and knowledge to tackle <em>climate change.</em>']",Austin,TX,0,0
Big Reuse,Big Reuse,46-5083170,"['Big Initiatives and Big Reuse are formed to protect the environment, reduce <em>climate change</em> and conserve natural resources and energy through community based zero waste initiatives.Big Initiatives and Big Reuse will achieve this charitable purpose of environmental protection through operations of a reuse center, community composting network, environmental education and outreach, and green job training', '  Social enterprise reducing waste through reuse, composting and green job training, Environment, <em>Climate change,</em> Natural resources, Solid waste management, Community and economic development, Sustainable development, Economic development, Employment, Job training, Recycling, Age groups, Adults, Non-governmental organizations, Public charities']",Brooklyn,NY,8221924,6346972
Revolutionary Grains,,92-0952982,"[' Arts and culture, Cultural awareness, Environment, <em>Climate change,</em> Biodiversity, Plant biodiversity, Social sciences, Anthropology, Cultural anthropology, Agriculture, fishing and forestry, Agriculture, Farm viability, Age groups, Children and youth, Children,']",Tacoma,WA,0,0
